video_name,frame_number,face_id,confidence,x1,y1,x2,y2,detection_type,object_class,class_name,confidence_score,is_face
segment_000,22,,,394.3219909667969,215.4395751953125,635.6221313476562,479.0084533691406,object,0.0,person,0.4998601377010345,False
segment_000,23,,,203.47964477539065,215.6154327392578,489.5598449707031,477.6982116699219,object,0.0,person,0.7306135296821594,False
segment_000,23,,,394.6607971191406,201.07620239257807,639.3577880859375,478.6208190917969,object,0.0,person,0.4897651374340057,False
segment_000,24,,,210.95518493652344,213.1912384033203,492.6180419921875,476.9256286621094,object,0.0,person,0.6515522003173828,False
segment_000,24,,,394.7170104980469,214.20333862304688,635.33251953125,477.4255981445313,object,0.0,person,0.4404385387897491,False
segment_000,25,,,207.38363647460935,213.26158142089844,497.6355895996094,477.74322509765625,object,0.0,person,0.6842250227928162,False
segment_000,25,,,434.8909912109375,201.974365234375,640.0,478.2620239257813,object,0.0,person,0.316148042678833,False
segment_000,26,,,186.45437622070312,211.9501037597656,502.0460815429688,478.4431762695313,object,0.0,person,0.4132643640041351,False
segment_000,26,,,412.5988159179688,201.3674774169922,640.0,479.2973937988281,object,0.0,person,0.5182082056999207,False
segment_000,27,,,179.46861267089844,216.98655700683597,502.89111328125,478.8009033203125,object,0.0,person,0.7345064282417297,False
segment_000,27,,,440.7656555175781,193.7120819091797,640.0,479.0422668457031,object,0.0,person,0.1865947991609573,False
segment_000,28,,,180.36102294921875,213.28350830078125,503.8959655761719,478.7420654296875,object,0.0,person,0.2701078653335571,False
segment_000,28,,,414.0924377441406,195.70106506347656,640.0,479.3657531738281,object,0.0,person,0.4554170072078705,False
segment_000,29,,,207.69976806640625,211.13406372070312,507.2796020507813,479.0558166503906,object,0.0,person,0.1040101870894432,False
segment_000,29,,,408.5397338867188,191.1391143798828,640.0,479.2868347167969,object,0.0,person,0.6400782465934753,False
segment_000,29,,,182.3192596435547,0.5600318312644958,640.0,477.505859375,object,0.0,person,0.3322685360908508,False
segment_000,30,,,281.7147827148437,212.17996215820312,512.258544921875,477.653076171875,object,0.0,person,0.3421861231327057,False
segment_000,30,,,413.6044006347656,202.4354553222656,640.0,477.5449523925781,object,0.0,person,0.3653758764266968,False
segment_000,30,,,192.26486206054688,0.0,640.0,471.1744384765625,object,0.0,person,0.1914780586957931,False
segment_000,31,,,237.21397399902344,188.45001220703125,543.6491088867188,471.4278564453125,object,0.0,person,0.4838044643402099,False
segment_000,31,,,208.66305541992188,0.0,640.0,472.9194946289063,object,0.0,person,0.286450058221817,False
segment_000,32,,,287.9962158203125,147.26991271972656,626.3479614257812,464.8048095703125,object,0.0,person,0.5238197445869446,False
segment_000,33,,,358.54998779296875,107.4251480102539,640.0,469.3698425292969,object,0.0,person,0.1867759525775909,False
segment_000,34,,,378.6692199707031,74.33533477783203,640.0,467.6048889160156,object,0.0,person,0.1925957947969436,False
segment_000,35,,,382.6130676269531,95.91814422607422,640.0,473.8968811035156,object,0.0,person,0.1561183631420135,False
segment_000,36,,,390.2467346191406,65.3947525024414,640.0,476.6688537597656,object,0.0,person,0.2991536259651184,False
segment_000,37,,,394.4648132324219,47.32867431640625,640.0,476.9374694824219,object,0.0,person,0.7578614950180054,False
segment_000,38,,,393.7868347167969,47.68482971191406,639.8086547851562,476.3918762207031,object,0.0,person,0.4706112444400787,False
segment_000,39,,,383.4742126464844,71.73970031738281,636.4937133789062,480.0,object,0.0,person,0.6108472943305969,False
segment_000,40,,,370.9351501464844,52.77882766723633,634.63134765625,480.0,object,0.0,person,0.6590724587440491,False
segment_000,40,,,445.7393493652344,356.232666015625,591.09716796875,480.0,object,62.0,tv,0.4319007694721222,False
segment_000,41,,,362.8289489746094,45.234840393066406,634.934814453125,480.0,object,0.0,person,0.7623111605644226,False
segment_000,42,,,362.6424560546875,47.609642028808594,635.4645385742188,480.0,object,0.0,person,0.7583785653114319,False
segment_000,43,,,362.96490478515625,52.05992126464844,635.9012451171875,480.0,object,0.0,person,0.7229557633399963,False
segment_000,44,,,357.6342163085937,60.60737609863281,634.9114990234375,477.4886779785156,object,0.0,person,0.5591649413108826,False
segment_000,45,,,331.8216552734375,89.1431884765625,621.5421752929688,480.0,object,0.0,person,0.7784267663955688,False
segment_000,46,,,309.81317138671875,110.2231674194336,628.7408447265625,480.0,object,0.0,person,0.7768381834030151,False
segment_000,47,,,322.2778015136719,100.66421508789062,638.4917602539062,472.7110290527344,object,0.0,person,0.8543395400047302,False
segment_000,47,,,1.2864538431167605,0.8822768926620483,636.7181396484375,477.8363342285156,object,72.0,refrigerator,0.4198005795478821,False
segment_000,48,,,333.0680847167969,88.0311508178711,640.0,470.7160949707031,object,0.0,person,0.8296147584915161,False
segment_000,48,,,2.4111316204071045,0.0,636.4701538085938,475.0995178222656,object,72.0,refrigerator,0.5404025912284851,False
segment_000,49,,,328.5845642089844,76.63256072998047,640.0,467.4192810058594,object,0.0,person,0.8155452609062195,False
segment_000,50,,,329.6863098144531,80.2529296875,640.0,478.619384765625,object,0.0,person,0.8768455982208252,False
segment_000,51,,,330.7141418457031,81.6217269897461,640.0,479.21197509765625,object,0.0,person,0.7923074960708618,False
segment_000,51,,,0.0,3.4004201889038086,635.819091796875,480.0,object,72.0,refrigerator,0.3893555998802185,False
segment_000,52,,,339.6814270019531,80.06755065917969,640.0,480.0,object,0.0,person,0.8172134160995483,False
segment_000,52,,,0.0,2.9510397911071777,636.3980102539062,480.0,object,72.0,refrigerator,0.1432421952486038,False
segment_000,53,,,347.9971923828125,78.92008972167969,640.0,476.4162292480469,object,0.0,person,0.720164954662323,False
segment_000,53,,,0.233140155673027,7.894370555877685,637.7699584960938,480.0,object,72.0,refrigerator,0.1983243077993393,False
segment_000,54,,,373.6368713378906,65.81573486328125,640.0,480.0,object,0.0,person,0.8591176867485046,False
segment_000,55,,,382.7185363769531,71.33084869384766,640.0,480.0,object,0.0,person,0.7010579705238342,False
segment_000,56,,,395.1322021484375,64.61161804199219,640.0,480.0,object,0.0,person,0.7662385702133179,False
segment_000,57,,,404.5827331542969,94.35543823242188,640.0,480.0,object,0.0,person,0.6504483819007874,False
segment_000,58,,,402.5157165527344,86.14079284667969,636.9893798828125,480.0,object,0.0,person,0.7418175339698792,False
segment_000,59,,,400.6767883300781,96.53163146972656,633.4263916015625,480.0,object,0.0,person,0.647424578666687,False
segment_000,59,,,556.85888671875,377.3056640625,637.015625,480.0,object,0.0,person,0.6264517903327942,False
segment_000,60,,,389.2073669433594,102.26319885253906,631.4452514648438,477.4651794433594,object,0.0,person,0.7713942527770996,False
segment_000,60,,,541.7664794921875,380.9938659667969,633.375,480.0,object,0.0,person,0.5928846597671509,False
segment_000,61,,,377.070556640625,98.9264678955078,632.3430786132812,476.1203308105469,object,0.0,person,0.650187611579895,False
segment_000,61,,,525.058349609375,375.6203918457031,625.3784790039062,478.75982666015625,object,0.0,person,0.2955530881881714,False
segment_000,62,,,361.3279724121094,103.58439636230467,629.0347900390625,475.0460510253906,object,0.0,person,0.5848277807235718,False
segment_000,63,,,349.74761962890625,109.30897521972656,631.7913818359375,476.58013916015625,object,0.0,person,0.7036427855491638,False
segment_000,64,,,341.88262939453125,107.88118743896484,635.28125,476.2073059082031,object,0.0,person,0.5249404907226562,False
segment_000,65,,,332.9601745605469,103.0427703857422,635.7041625976562,474.7174987792969,object,0.0,person,0.8036551475524902,False
segment_000,66,,,323.2037658691406,103.88084411621094,633.4697265625,475.0247497558594,object,0.0,person,0.7486851215362549,False
segment_000,67,,,310.6427001953125,107.93416595458984,608.8419799804688,478.5830078125,object,0.0,person,0.6135557293891907,False
segment_000,68,,,302.6865234375,107.75682830810548,626.4118041992188,475.2850646972656,object,0.0,person,0.503416121006012,False
segment_000,69,,,299.2914123535156,106.32127380371094,635.3247680664062,474.4225158691406,object,0.0,person,0.3562013804912567,False
segment_000,70,,,295.23663330078125,110.35832214355467,632.8474731445312,477.4109191894531,object,0.0,person,0.6627708077430725,False
segment_000,71,,,293.9123229980469,113.81026458740234,638.8377685546875,480.0,object,0.0,person,0.4890327751636505,False
segment_000,72,,,295.481689453125,121.70960235595705,640.0,480.0,object,0.0,person,0.4785202443599701,False
segment_000,73,,,297.35162353515625,121.70455932617188,640.0,477.6333618164063,object,0.0,person,0.6249114274978638,False
segment_000,74,,,294.6123352050781,112.51327514648438,640.0,476.3152160644531,object,0.0,person,0.6261901259422302,False
segment_000,75,,,284.4269104003906,38.07031631469727,640.0,477.605224609375,object,0.0,person,0.6874794960021973,False
segment_000,76,,,278.0437927246094,12.28486156463623,638.3958129882812,479.1207275390625,object,0.0,person,0.6983811259269714,False
segment_000,77,,,267.73065185546875,0.0,636.0584716796875,477.9414367675781,object,0.0,person,0.5590988397598267,False
segment_000,78,,,248.64334106445312,0.0,581.63330078125,446.4068908691406,object,0.0,person,0.5584815144538879,False
segment_000,79,,,220.43045043945312,0.0,604.5474243164062,381.9358825683594,object,0.0,person,0.5776716470718384,False
segment_000,80,,,214.61209106445312,0.0,532.31884765625,310.6348876953125,object,0.0,person,0.771859884262085,False
segment_000,81,,,212.25440979003903,0.0,513.8482666015625,258.18035888671875,object,0.0,person,0.8202916979789734,False
segment_000,82,,,204.23643493652344,0.0,464.4321899414063,225.5221405029297,object,0.0,person,0.4050227403640747,False
segment_000,83,,,202.8587951660156,0.0,437.8560791015625,217.2567596435547,object,0.0,person,0.4073808193206787,False
segment_000,84,,,195.6208953857422,5.086644649505615,428.0149841308594,215.30889892578125,object,20.0,elephant,0.5798033475875854,False
segment_000,85,,,192.8376617431641,5.930703163146973,420.9628601074219,210.9720764160156,object,20.0,elephant,0.5493902564048767,False
segment_000,85,,,448.6004028320313,0.4972945749759674,586.643310546875,206.77032470703125,object,0.0,person,0.4920775890350342,False
segment_000,86,,,191.55162048339844,4.39407205581665,420.3644714355469,213.81985473632807,object,0.0,person,0.3756488263607025,False
segment_000,86,,,446.1624450683594,0.0,584.2608032226562,201.9491424560547,object,0.0,person,0.3958716690540313,False
segment_000,87,,,191.1226348876953,3.622772693634033,429.7563171386719,217.03463745117188,object,0.0,person,0.5639865398406982,False
segment_000,87,,,436.7002258300781,0.0,581.3326416015625,200.5727996826172,object,0.0,person,0.6257401704788208,False
segment_000,88,,,190.9276885986328,3.012667655944824,432.36431884765625,219.3780517578125,object,0.0,person,0.6166411638259888,False
segment_000,88,,,436.6587219238281,0.5046386122703552,576.8663940429688,199.6609649658203,object,0.0,person,0.6121282577514648,False
segment_000,88,,,117.79264831542967,127.55216217041016,192.6502227783203,212.55328369140625,object,62.0,tv,0.422450840473175,False
segment_000,89,,,182.8314666748047,1.8092691898345947,423.505126953125,206.63815307617188,object,0.0,person,0.6046817302703857,False
segment_000,89,,,432.1990966796875,0.0518211163580417,566.2135009765625,199.20150756835935,object,0.0,person,0.717028021812439,False
segment_000,89,,,105.82560729980467,124.83684539794922,184.2671813964844,211.2828826904297,object,62.0,tv,0.2012785673141479,False
segment_000,90,,,162.82144165039062,0.6731528043746948,404.66314697265625,201.63462829589844,object,0.0,person,0.4974601566791534,False
segment_000,90,,,414.84027099609375,0.0,540.8333129882812,199.8394927978516,object,0.0,person,0.5761916041374207,False
segment_000,90,,,77.9836196899414,120.12762451171876,159.67855834960938,209.44444274902344,object,62.0,tv,0.1489049047231674,False
segment_000,91,,,150.06504821777344,0.0,373.5814514160156,194.1776428222656,object,0.0,person,0.6932337880134583,False
segment_000,91,,,385.30279541015625,0.0,503.9817504882813,193.88705444335935,object,0.0,person,0.7243475317955017,False
segment_000,92,,,142.36021423339844,2.285245895385742,353.29559326171875,192.03683471679688,object,0.0,person,0.7151062488555908,False
segment_000,92,,,368.6746215820313,0.0,481.6014404296875,192.58792114257807,object,0.0,person,0.7953071594238281,False
segment_000,92,,,19.679840087890625,122.44994354248048,112.73882293701172,220.05010986328125,object,62.0,tv,0.2640623450279236,False
segment_000,93,,,121.36853790283205,6.810351848602295,348.06573486328125,207.65670776367188,object,0.0,person,0.4651190936565399,False
segment_000,93,,,370.4679870605469,6.09747314453125,481.5841979980469,206.1241149902344,object,0.0,person,0.7268526554107666,False
segment_000,93,,,28.50895118713379,133.81361389160156,119.65664672851562,233.66978454589844,object,62.0,tv,0.1527244001626968,False
segment_000,94,,,121.10967254638672,10.74422836303711,352.6615600585937,226.16091918945312,object,0.0,person,0.5399288535118103,False
segment_000,94,,,372.4278869628906,9.471270561218262,488.52679443359375,223.3009796142578,object,0.0,person,0.6618909239768982,False
segment_000,94,,,43.27591323852539,156.113525390625,132.75613403320312,253.5326995849609,object,62.0,tv,0.2135952413082122,False
segment_000,95,,,117.96401977539062,7.213579177856445,352.03448486328125,233.07286071777344,object,0.0,person,0.5940105319023132,False
segment_000,95,,,369.3228759765625,5.547045707702637,490.4486083984375,227.43724060058597,object,0.0,person,0.6853862404823303,False
segment_000,95,,,48.15487289428711,168.5173797607422,136.32643127441406,264.7861328125,object,62.0,tv,0.1456750333309173,False
segment_000,96,,,120.675537109375,3.831428050994873,357.4924011230469,238.23220825195312,object,0.0,person,0.6920154690742493,False
segment_000,96,,,372.3414916992188,3.553010940551758,495.9732360839844,232.00082397460935,object,0.0,person,0.7158022522926331,False
segment_000,96,,,55.02126693725586,173.25225830078125,142.67303466796875,269.8548583984375,object,62.0,tv,0.1636411994695663,False
segment_000,97,,,181.5855407714844,16.7586727142334,411.5041198730469,286.9813537597656,object,0.0,person,0.3425847589969635,False
segment_000,98,,,271.27398681640625,30.06681251525879,517.4773559570312,332.7758483886719,object,0.0,person,0.6275245547294617,False
segment_000,99,,,299.57568359375,14.152786254882812,594.1508178710938,355.8167724609375,object,0.0,person,0.7852562069892883,False
segment_000,100,,,309.314697265625,3.5352256298065186,631.3436889648438,366.74700927734375,object,0.0,person,0.8408316373825073,False
segment_000,101,,,323.7709655761719,4.03132963180542,640.0,393.0892333984375,object,0.0,person,0.8359684944152832,False
segment_000,102,,,328.48199462890625,13.452101707458496,640.0,415.1545104980469,object,0.0,person,0.8401097655296326,False
segment_000,103,,,320.5572814941406,26.382667541503903,639.4470825195312,424.4474792480469,object,0.0,person,0.8078935146331787,False
segment_000,104,,,287.94696044921875,60.951786041259766,579.0862426757812,442.1050109863281,object,0.0,person,0.8263086080551147,False
segment_000,105,,,228.6873016357422,96.69921875,517.0142211914062,480.0,object,0.0,person,0.7502815127372742,False
segment_000,106,,,192.21795654296875,132.44505310058594,459.7330322265625,480.0,object,0.0,person,0.6969643235206604,False
segment_000,107,,,173.50592041015625,150.80259704589844,433.978271484375,480.0,object,0.0,person,0.3051097095012665,False
segment_000,107,,,398.5081481933594,197.5018310546875,561.93505859375,479.5213317871094,object,0.0,person,0.5882790088653564,False
segment_000,108,,,163.37554931640625,164.83595275878906,443.564208984375,480.0,object,0.0,person,0.3258542120456695,False
segment_000,108,,,397.2109680175781,198.1295623779297,560.4710693359375,480.0,object,0.0,person,0.6947839856147766,False
segment_000,109,,,160.73678588867188,169.7401580810547,437.4948425292969,480.0,object,0.0,person,0.492777943611145,False
segment_000,109,,,399.6917114257813,220.0146026611328,563.9444580078125,480.0,object,0.0,person,0.612575888633728,False
segment_000,110,,,156.657470703125,177.4337158203125,437.1673889160156,480.0,object,0.0,person,0.3583834171295166,False
segment_000,110,,,400.665771484375,232.81427001953125,560.9691162109375,480.0,object,0.0,person,0.4767467975616455,False
segment_000,110,,,156.2982635498047,234.518310546875,379.6225280761719,480.0,object,0.0,person,0.445285826921463,False
segment_000,111,,,396.8818359375,242.85028076171875,557.9124755859375,479.2478332519531,object,0.0,person,0.7003700733184814,False
segment_000,111,,,149.30520629882812,234.26715087890625,387.9585876464844,480.0,object,0.0,person,0.5446524620056152,False
segment_000,112,,,398.2645263671875,249.8815460205078,560.4473266601562,478.541259765625,object,0.0,person,0.5961198210716248,False
segment_000,112,,,150.62220764160156,242.1576232910156,381.0172729492188,480.0,object,0.0,person,0.7327297925949097,False
segment_000,113,,,397.0086669921875,241.15573120117188,560.4545288085938,475.5610046386719,object,0.0,person,0.6989395022392273,False
segment_000,113,,,152.2474365234375,238.71282958984372,389.982421875,477.8136901855469,object,0.0,person,0.3521163463592529,False
segment_000,113,,,320.5209655761719,231.8585662841797,458.5578002929688,479.2522888183594,object,0.0,person,0.3713819682598114,False
segment_000,114,,,394.0496520996094,243.0605316162109,555.0916748046875,475.5779724121094,object,0.0,person,0.5928748846054077,False
segment_000,114,,,149.84686279296875,238.2525177001953,387.6974182128906,477.7012023925781,object,0.0,person,0.5385210514068604,False
segment_000,114,,,319.8636169433594,232.26292419433597,477.8173522949219,479.4178466796875,object,0.0,person,0.1629864573478698,False
segment_000,115,,,390.7626953125,238.11351013183597,547.860107421875,475.76995849609375,object,0.0,person,0.5953206419944763,False
segment_000,115,,,147.64324951171875,242.84654235839844,376.8544616699219,477.6966247558594,object,0.0,person,0.3376552760601043,False
segment_000,115,,,315.5362243652344,231.53648376464844,459.5415649414063,479.52783203125,object,0.0,person,0.2279165238142013,False
segment_000,115,,,180.03146362304688,444.4306945800781,205.5135498046875,479.5361022949219,object,39.0,bottle,0.5886576771736145,False
segment_000,115,,,145.7604217529297,184.1518402099609,412.6648864746094,480.0,object,0.0,person,0.2921863496303558,False
segment_000,116,,,387.5091552734375,244.62203979492188,541.4351196289062,477.2771911621094,object,0.0,person,0.7035231590270996,False
segment_000,116,,,144.26918029785156,234.5419921875,394.1233520507813,478.2837829589844,object,0.0,person,0.6418349742889404,False
segment_000,116,,,174.2000274658203,442.6536865234375,200.8564910888672,479.3260192871094,object,39.0,bottle,0.2624883949756622,False
segment_000,117,,,381.43408203125,244.2624969482422,533.4912719726562,478.3634948730469,object,0.0,person,0.4920682311058044,False
segment_000,117,,,138.91522216796875,232.13995361328125,392.0230407714844,478.1241760253906,object,0.0,person,0.5984675288200378,False
segment_000,117,,,165.5021514892578,441.658935546875,194.765380859375,479.3595886230469,object,39.0,bottle,0.2244646847248077,False
segment_000,117,,,319.48358154296875,233.1172790527344,522.6558837890625,479.4786682128906,object,0.0,person,0.4047282040119171,False
segment_000,118,,,376.7533264160156,251.36001586914065,525.400634765625,479.519775390625,object,0.0,person,0.6843745112419128,False
segment_000,118,,,128.5817413330078,233.51417541503903,393.9061584472656,479.6971435546875,object,0.0,person,0.8184127807617188,False
segment_000,119,,,373.84564208984375,258.99090576171875,520.643310546875,480.0,object,0.0,person,0.7419589757919312,False
segment_000,119,,,120.60475158691406,236.7652587890625,388.7106628417969,480.0,object,0.0,person,0.8657035827636719,False
segment_000,120,,,372.9809875488281,272.3419494628906,517.1991577148438,480.0,object,0.0,person,0.8312641978263855,False
segment_000,120,,,116.38642120361328,238.7554168701172,388.5599365234375,478.9488220214844,object,0.0,person,0.6773484349250793,False
segment_000,121,,,375.481201171875,255.758544921875,521.7228393554688,479.1267395019531,object,0.0,person,0.1914843022823333,False
segment_000,121,,,113.05287170410156,239.61204528808597,405.7126159667969,478.7173156738281,object,0.0,person,0.7544400095939636,False
segment_000,121,,,199.99974060058597,399.0110168457031,270.2496643066406,479.97802734375,object,0.0,person,0.4434795081615448,False
segment_000,122,,,372.1298522949219,251.7408142089844,502.595703125,479.4479675292969,object,0.0,person,0.5932035446166992,False
segment_000,122,,,111.33428955078124,243.05604553222656,396.5314636230469,479.8860168457031,object,0.0,person,0.8620272874832153,False
segment_000,123,,,371.1856994628906,251.8971099853516,489.8079223632813,479.5689697265625,object,0.0,person,0.5329614877700806,False
segment_000,123,,,110.8680191040039,243.96414184570312,392.9808349609375,479.8814086914063,object,0.0,person,0.8641074895858765,False
segment_000,124,,,372.1369323730469,251.0316467285156,495.2323913574219,478.4485168457031,object,0.0,person,0.5068688988685608,False
segment_000,124,,,110.9342269897461,242.85304260253903,392.4035949707031,479.0627746582031,object,0.0,person,0.857809841632843,False
segment_000,125,,,371.4656982421875,252.1369171142578,502.6923828125,478.1593017578125,object,0.0,person,0.474408358335495,False
segment_000,125,,,110.66535949707033,243.5460205078125,392.04486083984375,478.9614562988281,object,0.0,person,0.8585360646247864,False
segment_000,126,,,371.6936950683594,252.3755340576172,513.7970581054688,478.0074462890625,object,0.0,person,0.3631489276885986,False
segment_000,126,,,109.94332885742188,244.6183013916016,393.570556640625,478.8820190429688,object,0.0,person,0.8620930910110474,False
segment_000,127,,,374.016357421875,253.26329040527344,505.70709228515625,477.8901672363281,object,0.0,person,0.3660906851291656,False
segment_000,127,,,112.2345199584961,244.69032287597656,394.80859375,478.6578674316406,object,0.0,person,0.8575350642204285,False
segment_000,128,,,375.2202758789063,251.1278076171875,520.863037109375,477.956787109375,object,0.0,person,0.5386962890625,False
segment_000,128,,,114.74956512451172,245.51712036132807,396.6681518554688,478.5978393554688,object,0.0,person,0.8302505016326904,False
segment_000,129,,,374.33782958984375,250.27394104003903,518.74560546875,478.2429504394531,object,0.0,person,0.4467537701129913,False
segment_000,129,,,114.53878021240234,245.75477600097656,393.87109375,478.6636962890625,object,0.0,person,0.8706846833229065,False
segment_000,130,,,373.0227966308594,252.25228881835935,520.3387451171875,478.3442687988281,object,0.0,person,0.5288214683532715,False
segment_000,130,,,113.4272689819336,246.78079223632807,393.5529479980469,478.9154052734375,object,0.0,person,0.8568139672279358,False
segment_000,131,,,372.697998046875,249.4132537841797,529.4878540039062,477.9773254394531,object,0.0,person,0.3273631632328033,False
segment_000,131,,,113.6859359741211,246.39520263671875,394.0999145507813,478.5406188964844,object,0.0,person,0.8492727875709534,False
segment_000,131,,,51.47501754760742,0.5873905420303345,611.5291137695312,477.2996520996094,object,0.0,person,0.3416418433189392,False
segment_000,132,,,364.41748046875,253.04275512695312,525.8973999023438,478.2174072265625,object,0.0,person,0.461208313703537,False
segment_000,132,,,113.32482147216795,246.64471435546875,395.7788391113281,478.699462890625,object,0.0,person,0.8701257109642029,False
segment_000,133,,,355.85089111328125,272.67059326171875,523.7142333984375,477.9441833496094,object,0.0,person,0.7712352871894836,False
segment_000,133,,,112.06261444091795,247.01507568359372,394.1219177246094,478.5846252441406,object,0.0,person,0.8613374829292297,False
segment_000,134,,,353.8523864746094,273.6976013183594,508.6572265625,478.5887145996094,object,0.0,person,0.1814165860414505,False
segment_000,134,,,112.84953308105467,247.26458740234372,393.7799377441406,479.0577087402344,object,0.0,person,0.8369159698486328,False
segment_000,135,,,360.251953125,260.4953918457031,510.0277099609375,476.7231140136719,object,0.0,person,0.2956502735614776,False
segment_000,135,,,125.31465911865234,243.4390563964844,403.8254699707031,477.4382629394531,object,0.0,person,0.7297976613044739,False
segment_000,136,,,379.3958435058594,245.8167266845703,527.4953002929688,472.145263671875,object,0.0,person,0.6758459210395813,False
segment_000,136,,,179.05369567871094,238.886962890625,423.15087890625,473.0589904785156,object,0.0,person,0.7249914407730103,False
segment_000,136,,,150.3289794921875,180.9893035888672,423.7344970703125,477.4464111328125,object,0.0,person,0.416930228471756,False
segment_000,137,,,400.4860534667969,236.5160217285156,549.7949829101562,471.1815490722656,object,0.0,person,0.5033243894577026,False
segment_000,137,,,217.6342010498047,231.7602996826172,443.9664916992188,471.9739685058594,object,0.0,person,0.3720353841781616,False
segment_000,137,,,174.3031463623047,174.1040496826172,447.7216796875,472.8044738769531,object,0.0,person,0.5731387138366699,False
segment_000,138,,,459.5721435546875,232.48455810546875,592.4285278320312,467.2664184570313,object,0.0,person,0.1973372399806976,False
segment_000,138,,,272.3418884277344,215.5269470214844,492.9410400390625,468.596923828125,object,0.0,person,0.768318772315979,False
segment_000,138,,,212.5549774169922,166.0856475830078,492.19384765625,468.1412963867188,object,0.0,person,0.4082283675670624,False
segment_000,139,,,320.1586608886719,220.95474243164065,529.9029541015625,468.69134521484375,object,0.0,person,0.1387683004140854,False
segment_000,139,,,264.9457092285156,149.65626525878906,551.2332763671875,468.6715698242188,object,0.0,person,0.7068971395492554,False
segment_000,140,,,298.86993408203125,133.59410095214844,594.4176635742188,471.5819396972656,object,0.0,person,0.7683387398719788,False
segment_000,141,,,316.6661682128906,122.72777557373048,621.80029296875,418.1239929199219,object,0.0,person,0.5493587255477905,False
segment_000,142,,,327.7568359375,102.49209594726562,639.0185546875,442.4771118164063,object,0.0,person,0.6049036383628845,False
segment_000,143,,,343.67547607421875,85.92630767822266,640.0,412.2966613769531,object,0.0,person,0.3627683222293854,False
segment_000,143,,,353.0267944335937,152.34698486328125,637.3023681640625,460.572509765625,object,0.0,person,0.3692196309566498,False
segment_000,144,,,351.19537353515625,69.87964630126953,640.0,374.75286865234375,object,0.0,person,0.5776382684707642,False
segment_000,144,,,315.8136291503906,197.03823852539065,640.0,470.2130432128906,object,69.0,oven,0.3953170478343963,False
segment_000,145,,,358.1613464355469,65.4610824584961,640.0,356.52801513671875,object,0.0,person,0.3383623957633972,False
segment_000,145,,,307.19488525390625,220.4501953125,640.0,476.4356384277344,object,69.0,oven,0.3196982145309448,False
segment_000,146,,,363.541748046875,53.504337310791016,640.0,422.1289367675781,object,0.0,person,0.6818512678146362,False
segment_000,146,,,305.6748352050781,228.63262939453125,640.0,479.0918273925781,object,69.0,oven,0.3505062758922577,False
segment_000,147,,,366.4987487792969,33.9140510559082,640.0,437.6558837890625,object,0.0,person,0.7290787696838379,False
segment_000,147,,,307.6931457519531,224.3165740966797,640.0,477.67431640625,object,69.0,oven,0.4343747198581695,False
segment_000,148,,,370.39251708984375,16.62903594970703,640.0,446.0131530761719,object,0.0,person,0.8599807024002075,False
segment_000,148,,,309.9344482421875,222.8204498291016,640.0,479.9329833984375,object,69.0,oven,0.2339156717061996,False
segment_000,149,,,387.5554504394531,9.377315521240234,640.0,423.0689392089844,object,0.0,person,0.7014440894126892,False
segment_000,149,,,327.27398681640625,220.77850341796875,640.0,479.1242980957031,object,69.0,oven,0.4383634626865387,False
segment_000,150,,,405.1313781738281,9.622306823730469,640.0,443.7082824707031,object,0.0,person,0.8347539901733398,False
segment_000,150,,,339.456787109375,213.2259063720703,640.0,478.5354919433594,object,69.0,oven,0.3974641561508178,False
segment_000,151,,,409.4666137695313,0.4423212110996246,640.0,441.7178955078125,object,0.0,person,0.6385221481323242,False
segment_000,151,,,342.063720703125,204.09356689453125,640.0,478.1150512695313,object,69.0,oven,0.4887479543685913,False
segment_000,152,,,404.19830322265625,0.0,639.9752807617188,362.8541870117188,object,0.0,person,0.5236098766326904,False
segment_000,152,,,337.78643798828125,196.2600555419922,640.0,478.6505432128906,object,69.0,oven,0.2191225290298462,False
segment_000,153,,,398.3054809570313,2.1597349643707275,640.0,412.0202941894531,object,0.0,person,0.6551028490066528,False
segment_000,153,,,336.2535400390625,197.25445556640625,640.0,480.0,object,69.0,oven,0.3954913020133972,False
segment_000,154,,,413.6182861328125,10.140668869018556,640.0,444.9263610839844,object,0.0,person,0.4660733342170715,False
segment_000,154,,,348.3177185058594,204.26715087890625,640.0,480.0,object,69.0,oven,0.2386849373579025,False
segment_000,154,,,411.9867858886719,10.578516006469728,640.0,319.6226501464844,object,0.0,person,0.5128934383392334,False
segment_000,155,,,423.8950805664063,14.224531173706056,638.9595336914062,459.86370849609375,object,0.0,person,0.7783949971199036,False
segment_000,155,,,584.8380737304688,259.8432006835937,639.9940185546875,457.1131591796875,object,0.0,person,0.3401305079460144,False
segment_000,156,,,427.61627197265625,13.384273529052734,636.875,463.81829833984375,object,0.0,person,0.8727824687957764,False
segment_000,157,,,437.9842834472656,5.494323253631592,639.8029174804688,456.0838317871094,object,0.0,person,0.8748448491096497,False
segment_000,157,,,4.93603515625,0.4123279750347137,622.9744262695312,471.0953979492188,object,4.0,airplane,0.6247953176498413,False
segment_000,158,,,452.29632568359375,1.383644700050354,640.0,456.6702880859375,object,0.0,person,0.8792517781257629,False
segment_000,158,,,5.097847938537598,0.0,623.9996337890625,473.3169555664063,object,4.0,airplane,0.21121546626091,False
segment_000,159,,,445.06536865234375,6.852880477905273,632.1357421875,467.731689453125,object,0.0,person,0.8511942625045776,False
